camera_specs,display_specs
50 mp + 8 mp dual rear & 16 mp front camera,"6.61 inch, IPS LCD Screen
Average"
48 mp + 13 mp + 8 mp triple rear & 16 mp front camera,"6.6 inch, AMOLED Screen
Small"
50 mp + 2 mp + 2 mp triple rear & 32 mp front camera,"6.72 inch, IPS Screen
Large"
13 mp rear & 5 mp front camera,"5.5 inch, IPS LCD Screen
Small"
13 mp + 2 mp dual rear & 8 mp front camera,"6.51 inch, IPS LCD Screen
Small"
50 mp dual rear & 8 mp front camera,"6.8 inch, LTPS Screen
Large"
50 mp + 2 mp dual rear & 16 mp front camera,"6.64 inch, LCD Screen
Average"
13 mp rear & 8 mp front camera,"5.6 inch, Super AMOLED Screen
Small"
200 mp + 8 mp + 2 mp triple rear & 50 mp front camera,"6.82 inch, AMOLED Screen
Large"
50 mp + 2 mp dual rear & 8 mp front camera,"6.7 inch, PLS LCD Screen
Large"
48 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 8 mp dual rear & 32 mp front camera,"6.67 inch, IPS LCD Screen
Average"
50 mp + 12 mp dual rear & 50 mp front camera,"6.8 inch, OLED Screen
Average"
108 mp + 50 mp + 2 mp triple rear & 50 mp front camera,"6.78 inch, AMOLED Screen
Large"
48 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 0.08 mp dual rear & 8 mp front camera,"6.6 inch, IPS Screen
Average"
200 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, OLED Screen
Average"
50 mp quad rear & 50 mp front camera,"11.2 inch, OLED Screen
Large"
50 mp + 8 mp dual rear & 16 mp front camera,"6.7 inch, AMOLED Screen
Average"
50 mp + 13 mp + 5 mp triple rear & 32 mp front camera,"6.28 inch, OLED Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 13 mp front camera,"6.5 inch, Super AMOLED Screen
Small"
50 mp + 2 mp dual rear & 26 mp front camera,"6.6 inch, IPS Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.79 inch, IPS Screen
Large"
50 mp + 8 mp + 5 mp triple rear & 13 mp front camera,"6.6 inch, Super AMOLED Screen
Small"
50 mp + 8 mp dual rear & 32 mp front camera,"6.7 inch, OLED Screen
Average"
25 mp + 8 mp + 5 mp triple rear & 16 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
108 mp + 2 mp + 2 mp triple rear & 32 mp front camera,"6.78 inch, AMOLED Screen
Large"
50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,"6.5 inch, Super AMOLED Screen
Small"
8 mp rear & 5 mp front camera,"6.52 inch, IPS LCD Screen
Average"
13 mp + 2 mp dual rear & 8 mp front camera,"6.51 inch, IPS LCD Screen
Small"
50 mp + 13 mp + 2 mp triple rear & 32 mp front camera,"6.55 inch, OLED Screen
Small"
8 mp + 0.08 mp dual rear & 5 mp front camera,"6.52 inch, IPS Screen
Average"
50 mp + 2 mp dual rear & 5 mp front camera,"6.5 inch, PLS LCD Screen
Small"
50 mp + 12 mp dual rear & 10 mp front camera,"6.7 inch, LTPO AMOLED Screen
Small"
12 mp rear & 7 mp front camera,"5.5 inch, LCD Screen
Small"
64 mp + 5 mp + 2 mp triple rear & 8 mp front camera,"6.6 inch, TFT Screen
Average"
48 mp penta rear & 32 mp front camera,"6.4 inch, IPS LCD Screen
Small"
50 mp + 48 mp + 48 mp triple rear & 20 mp front camera,"6.81 inch, AMOLED Dot Display Screen
Large"
16 mp rear & 8 mp front camera,"5 inch Screen
Small"
50 mp + 8 mp + 8 mp triple rear & 16 mp front camera,"6.78 inch, AMOLED Screen
Large"
64 mp quad rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
8 mp + 0.08 mp dual rear & 5 mp front camera,"6.71 inch, IPS Screen
Large"
64 mp quad rear & 44 mp front camera,"6.43 inch, AMOLED Screen
Small"
8 mp rear & 1.6 mp front camera,"6 inch, IPS Screen
Small"
108 mp + 8 mp + 2 mp triple rear & 20 mp front camera,"6.67 inch, OLED Screen
Average"
13 mp rear & 5 mp front camera,"6.1 inch, E-ink Screen
Small"
13 mp + 2 mp dual rear & 5 mp front camera,"6.56 inch, IPS Screen
Small"
13 mp + 2 mp dual rear & 8 mp front camera,"6.5 inch, IPS Screen
Small"
50 mp + 2 mp + 2 mp triple rear & 32 mp front camera,"6.67 inch, AMOLED Screen
Small"
50 mp + 2 mp triple rear & 16 mp front camera,"6.7 inch, AMOLED Screen
Large"
13 mp rear & 5 mp front camera,"5.5 inch, IPS LCD Screen
Small"
50 mp + 50 mp + 20 mp triple rear & 16 mp front camera,"7.92 inch, OLED Screen
Large"
8 mp rear & 2 mp front camera,"3.54 inch, IPS LCD Screen
Small"
64 mp + 48 mp + 48 mp triple rear & 32 mp + 20 mp dual front camera,"7.82 inch, OLED Screen
Large"
50 mp + 13 mp + 8 mp triple rear & 48 mp + 8 mp dual front camera,"6.7 inch, Super AMOLED Screen
Average"
64 mp + 8 mp + 5 mp triple rear & 20 mp front camera,"6.55 inch, AMOLED Screen
Small"
13 mp rear & 5 mp front camera,"5.5 inch, IPS Screen
Small"
64 mp quad rear & 32 mp front camera,"6.5 inch, Super AMOLED Screen
Small"
50 mp dual rear & 8 mp front camera,"6.88 inch, IPS LCD Screen
Largest"
64 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.64 inch, LCD Screen
Small"
64 mp + 2 mp dual rear & 16 mp front camera,"6.67 inch, AMOLED Screen
Average"
16 mp + 2 mp dual rear & 8 mp front camera,"6.82 inch, LCD Screen
Large"
12 mp + 5 mp dual rear & 5 mp front camera,"5.84 inch, IPS Screen
Small"
48 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.64 inch, IPS LCD Screen
Average"
50 mp + 2 mp dual rear & 8 mp front camera,"6.64 inch, IPS Screen
Small"
16 mp quad rear & 8 mp front camera,"6.8 inch, LCD Screen
Large"
50 mp + 0.08 mp dual rear & 8 mp front camera,"6.56 inch, IPS Screen
Average"
200 mp + 13 mp + 2 mp triple rear & 32 mp front camera,"6.82 inch, AMOLED Screen
Large"
13 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.51 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 32 mp front camera,"6.58 inch, IPS LCD Screen
Small"
13 mp dual rear & 8 mp front camera,"6.56 inch, IPS Screen
Average"
50 mp + 8 mp dual rear & 20 mp front camera,"6.67 inch, AMOLED Screen
Average"
180 mp + 50 mp + 50 mp triple rear & 50 mp dual front camera,"6.8 inch, OLED Screen
Average"
13 mp + 2 mp dual rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
108 mp + 50 mp + 32 mp triple rear & 32 mp front camera,"6.73 inch, AMOLED Screen
Average"
100 mp + 2 mp + 2 mp triple rear & 32 mp front camera,"6.43 inch, AMOLED Screen
Small"
50 mp quad rear & 8 mp front camera,"6.6 inch, PLS TFT LCD Screen
Average"
12 mp + 12 mp + 8 mp triple rear & 32 mp front camera,"6.5 inch, Super AMOLED Screen
Small"
108 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.8 inch, IPS Screen
Large"
48 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.41 inch, AMOLED Screen
Small"
64 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.67 inch, AMOLED Screen
Average"
200 mp quad rear & 12 mp front camera,"6.9 inch, LTPO AMOLED Screen
Small"
13 mp + 5 mp dual rear & 8 mp front camera,"5.2 inch, IPS Screen
Small"
32 mp rear & 5 mp front camera,"6.74 inch, IPS Screen
Large"
50 mp + 50 mp + 2 mp triple rear & 32 mp front camera,"6.7 inch, LTPO AMOLED Screen
Average"
48 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.67 inch, IPS LCD Screen
Large"
64 mp + 8 mp + 2 mp triple rear & 50 mp front camera,"6.44 inch, AMOLED Screen
Small"
48 mp quad rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 8 mp dual rear & 16 mp front camera,"6.77 inch, AMOLED Screen
Large"
50 mp + 50 mp + 8 mp triple rear & 50 mp front camera,"6.8 inch, OLED Screen
Large"
8 mp + 0.08 mp dual rear & 5 mp front camera,"6.71 inch, IPS Screen
Large"
50 mp + 13 mp + 10 mp triple rear & 32 mp front camera,"6.4 inch, OLED Screen
Small"
13 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.51 inch, IPS Screen
Small"
50 mp + 2 mp dual rear & 5 mp front camera,"6.68 inch, IPS Screen
Large"
50 mp + 2 mp dual rear & 16 mp front camera,"6.67 inch, AMOLED Screen
Average"
13 mp rear & 8 mp front camera,"6.5 inch, IPS Screen
Small"
13 mp rear & 8 mp front camera,"6.09 inch, IPS LCD Screen
Small"
12 mp rear & 5 mp front camera,"5.5 inch, Super AMOLED Screen
Small"
64 mp + 2 mp dual rear & 16 mp front camera,"6.64 inch, IPS Screen
Small"
50 mp dual rear & 8 mp front camera,"6.6 inch, IPS Screen
Average"
50 mp + 2 mp dual rear & 8 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 50 mp dual rear & 50 mp front camera,"6.78 inch, AMOLED Screen
Large"
200 mp + 8 mp + 0.08 mp triple rear & 32 mp front camera,"6.82 inch, AMOLED Screen
Large"
48 mp quad rear & 16 mp front camera,"6.3 inch, IPS LCD Screen
Small"
64 mp + 2 mp dual rear & 16 mp front camera,"6.67 inch, AMOLED Screen
Average"
108 mp dual rear & 32 mp front camera,"6.72 inch, IPS Screen
Large"
13 mp rear & 5 mp front camera,"6.5 inch, LCD Screen
Small"
50 mp + 2 mp + 2 mp triple rear & 50 mp front camera,"6.78 inch, AMOLED Screen
Large"
48 mp + 13 mp + 2 mp triple rear & 16 mp front camera,"6.62 inch, AMOLED Screen
Small"
48 mp + 12 mp dual rear & 12 mp front camera,"6.7 inch, Super Retina XDR OLED Screen
Average"
50 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.52 inch, IPS LCD Screen
Small"
50 mp + 13 mp + 5 mp triple rear & 50 mp front camera,"6.72 inch, Super AMOLED Screen
Average"
100 mp + 20 mp + 2 mp triple rear & 20 mp front camera,"6.72 inch Screen
Average"
48 mp + 10.8 mp + 10.8 mp triple rear & 9.5 mp + 8 mp dual front camera,"7.6 inch, OLED Screen
Large"
50 mp + 8 mp dual rear & 16 mp front camera,"6.6 inch, IPS LCD Screen
Average"
48 mp quad rear & 32 mp front camera,"6.44 inch, Super AMOLED Screen
Small"
13 mp dual rear & 5 mp front camera,"6.88 inch, IPS Screen
Large"
108 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, OLED Screen
Average"
16 mp rear & 16 mp front camera,"5.5 inch Screen
Small"
13 mp rear & 8 mp front camera,"5.5 inch, IPS Screen
Small"
48 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 13 mp + 8 mp triple rear & 16 mp front camera,"6.78 inch, AMOLED Screen
Large"
32 mp rear & 8 mp front camera,"6.67 inch, IPS Screen
Average"
13 mp + 2 mp dual rear & 8 mp front camera,"6.2 inch, IPS LCD Screen
Small"
50 mp dual rear & 32 mp front camera,"6.67 inch, IPS Screen
Average"
50 mp + 48 mp + 12 mp triple rear & 10.8 mp front camera,"6.7 inch, LTPO OLED Screen
Average"
108 mp quad rear & 40 mp front camera,"6.8 inch, Dynamic AMOLED 2X Screen
Large"
64 mp + 2 mp dual rear & 16 mp front camera,"6.38 inch, AMOLED Screen
Small"
64 mp + 2 mp + 2 mp triple rear & 32 mp front camera,"6.72 inch, IPS LCD Screen
Large"
50 mp dual rear & 8 mp front camera,"6.75 inch, IPS Screen
Large"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.4 inch, AMOLED Screen
Small"
8 mp rear & 5 mp front camera,"5 inch Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 13 mp front camera,"6.6 inch, Super AMOLED Screen
Average"
48 mp + 8 mp + 5 mp triple rear & 20 mp front camera,"6.67 inch, Super AMOLED Screen
Average"
50 mp + 8 mp dual rear & 16 mp front camera,"6.7 inch, AMOLED Screen
Average"
16 mp + 2 mp dual rear & 25 mp front camera,"6.4 inch, AMOLED Screen
Small"
64 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.56 inch, AMOLED Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.64 inch, IPS LCD Screen
Average"
13 mp rear & 5 mp front camera,"6.56 inch, IPS Screen
Average"
50 mp + 8 mp dual rear & 16 mp front camera,"6.6 inch, IPS LCD Screen
Average"
13 mp + 5 mp + 2 mp triple rear & 8 mp front camera,"6.8 inch, IPS Screen
Large"
13 mp dual rear & 5 mp front camera,"6.6 inch, IPS Screen
Average"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.74 inch, AMOLED Screen
Average"
64 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.43 inch, AMOLED Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.58 inch, IPS LCD Screen
Average"
13 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.51 inch, IPS LCD Screen
Small"
48 mp + 12 mp + 12 mp triple rear & 12 mp front camera,"6.1 inch, OLED Screen
Small"
64 mp quad rear & 16 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
8 mp rear & 5 mp front camera,"5.02 inch, IPS Screen
Small"
12 mp rear & 8 mp front camera,"5.5 inch, IPS Screen
Small"
50 mp + 12 mp dual rear & 16 mp front camera,"6.55 inch, OLED Screen
Small"
50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,"6.5 inch, Super AMOLED Screen
Small"
50 mp + 2 mp + 2 mp triple rear & 5 mp front camera,"6.75 inch, IPS LCD Screen
Large"
50 mp + 2 mp dual rear & 5 mp front camera,"6.58 inch, IPS LCD Screen
Average"
50 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.44 inch, AMOLED Screen
Small"
48 mp + 5 mp dual rear & 16 mp front camera,"6.5 inch, LTPS IPS LCD Screen
Small"
108 mp + 50 mp dual rear & 32 mp front camera,"6.83 inch, AMOLED Screen
Large"
50 mp + 50 mp dual rear & 50 mp front camera,"6.67 inch, AMOLED Screen
Small"
200 mp + 12 mp dual rear & 32 mp front camera,"6.8 inch, LTPO AMOLED Screen
Average"
50 mp + 13 mp + 5 mp triple rear & 32 mp front camera,"6 inch, Super AMOLED Screen
Small"
13 mp rear & 5 mp front camera,"5.71 inch, IPS Screen
Small"
13 mp + 0.3 mp dual rear & 8 mp front camera,"6.56 inch, IPS LCD Screen
Average"
200 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, Pro AMOLED Screen
Average"
64 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.62 inch, AMOLED Screen
Small"
50 mp + depth sensor dual rear & 16 mp front camera,"6.7 inch, LCD Screen
Large"
48 mp + 13 mp dual rear & 13 mp front camera,"6.3 inch, OLED Screen
Small"
50 mp + 2 mp dual rear & 32 mp front camera,"6.82 inch, LCD Screen
Large"
12 mp + 5 mp dual rear & 16 mp front camera,"5.99 inch, IPS LCD Screen
Small"
48 mp dual rear & 8 mp front camera,"6.67 inch, IPS LCD Screen
Average"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.62 inch, Super AMOLED Screen
Small"
50 mp dual rear & 8 mp front camera,"6.67 inch, IPS Screen
Average"
64 mp + 50 mp + 8 mp triple rear & 32 mp front camera,"6.7 inch, AMOLED Screen
Average"
50 mp + 50 mp dual rear & 50 mp front camera,"6.77 inch, AMOLED Screen
Large"
50 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.51 inch, IPS LCD Screen
Small"
16 mp rear & 5 mp front camera,"5.7 inch, Super AMOLED Screen
Small"
64 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.4 inch, AMOLED Screen
Small"
64 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.7 inch, AMOLED Screen
Average"
16 mp + 2 mp + 2 mp triple rear & 5 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.72 inch, LCD Screen
Large"
50 mp + 2 mp dual rear & 5 mp front camera,"6.58 inch, IPS LCD Screen
Small"
8 mp + depth sensor dual rear & 5 mp front camera,"6.52 inch, IPS Screen
Average"
48 mp + 16 mp + 12 mp triple rear & 16 mp front camera,"6.55 inch, AMOLED Screen
Small"
8 mp dual rear & 8 mp front camera,"6.52 inch, IPS LCD Screen
Average"
48 mp quad rear & 16 mp front camera,"5.9 inch, IPS LCD Screen
Small"
13 mp rear & 5 mp front camera,"6.53 inch, IPS LCD Screen
Average"
50 mp + 8 mp dual rear & 32 mp front camera,"6.79 inch, AMOLED Screen
Large"
50 mp + 2 mp dual rear & 16 mp front camera,"6.67 inch, AMOLED Screen
Average"
13 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.52 inch, IPS Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.6 inch, pOLED Screen
Average"
50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,"6.32 inch, AMOLED Screen
Small"
12.2 mp rear & 8 mp front camera,"5.81 inch, OLED Screen
Small"
64 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.7 inch, OLED Screen
Average"
108 mp + 20 mp + 16 mp triple rear & 32 mp front camera,"6.58 inch, IPS Screen
Small"
48 mp dual rear & 16 mp front camera,"6.64 inch, IPS Screen
Small"
13 mp + 2 mp dual rear & 8 mp front camera,"6.51 inch, IPS LCD Screen
Small"
50 mp + 2 mp + 2 mp triple rear & 13 mp front camera,"6.6 inch, PLS LCD Screen
Average"
13 mp quad rear & 8 mp front camera,"6.55 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 16 mp front camera,"6.77 inch, AMOLED Screen
Large"
64 mp + 50 mp dual rear & 32 mp front camera,"4.7 inch, IPS Screen
Small"
64 mp + 2 mp dual rear & 16 mp front camera,"6.38 inch, AMOLED Screen
Small"
64 mp + 8 mp + 2 mp triple rear & 20 mp front camera,"6.67 inch, Super AMOLED Screen
Average"
50 mp dual rear & 8 mp front camera,"6.75 inch, IPS Screen
Large"
48 mp + 5 mp dual rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.56 inch, IPS LCD Screen
Small"
64 mp quad rear & 16 mp front camera,"6.78 inch, IPS LCD Screen
Large"
64 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, IPS LCD Screen
Average"
64 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.43 inch, Fluid AMOLED Screen
Small"
50 mp + 32 mp + 8 mp triple rear & 16 mp front camera,"6.7 inch, AMOLED Screen
Average"
48 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.58 inch, IPS LCD Screen
Small"
8 mp rear & 5 mp front camera,"5.5 inch Screen
Small"
108 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, AMOLED Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.62 inch, Super AMOLED Screen
Small"
64 mp quad rear & 16 mp front camera,"6.5 inch, IPS LCD Screen
Small"
50 mp + 8 mp triple rear & 32 mp front camera,"6.67 inch, AMOLED Screen
Small"
50 mp + 50 mp dual rear & 16 mp front camera,"6.78 inch, LTPO AMOLED Screen
Large"
13 mp + 2 mp dual rear & 5 mp front camera,"6.5 inch, PLS LCD Screen
Small"
13 mp rear & 5 mp front camera,"5.5 inch, Super AMOLED Screen
Small"
48 mp quad rear & 8 mp front camera,"6.5 inch, IPS Screen
Small"
50 mp + 13 mp dual rear & 12 mp front camera,"6.9 inch, OLED Screen
Large"
50 mp + 2 mp dual rear & 8 mp front camera,"6.56 inch, LCD Screen
Average"
13 mp + 2 mp dual rear & 13 mp + 2 mp dual front camera,"6.19 inch, IPS Screen
Small"
50 mp quad rear & 8 mp front camera,"6.6 inch, TFT Screen
Small"
13 mp rear & 8 mp front camera,"5.5 inch, IPS Screen
Small"
64 mp + 8 mp + 5 mp triple rear & 20 mp front camera,"6.55 inch, AMOLED Screen
Small"
50 mp + 2 mp dual rear & 13 mp front camera,"6.6 inch, PLS LCD Screen
Average"
200 mp quad rear & 32 mp front camera,"6.85 inch, LTPO AMOLED Screen
Average"
108 mp quad rear & 16 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.72 inch, LCD Screen
Large"
13 mp + 2 mp dual rear & 8 mp front camera,"6.58 inch, IPS LCD Screen
Small"
50 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.44 inch, AMOLED Screen
Small"
64 mp quad rear & 32 mp front camera,"6.7 inch, Super AMOLED Plus Screen
Average"
200 mp quad rear & 12 mp front camera,"6.8 inch, Dynamic AMOLED 2X Screen
Average"
50 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.44 inch, AMOLED Screen
Small"
48 mp + 12 mp dual rear & 16 mp front camera,"6.3 inch, LCD Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.55 inch, AMOLED Screen
Small"
50 mp + 8 mp dual rear & 13 mp front camera,"6.6 inch, IPS Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.56 inch, IPS Screen
Small"
108 mp + 20 mp + 8 mp triple rear & 32 mp front camera,"6.58 inch, IPS Screen
Small"
200 mp quad rear & 32 mp front camera,"6.51 inch, Super AMOLED Screen
Small"
64 mp + 2 mp dual rear & 16 mp front camera,"6.67 inch, LCD Screen
Average"
13 mp + 2 mp dual rear & 5 mp front camera,"6.51 inch, IPS Screen
Small"
13 mp + 2 mp dual rear & 5 mp front camera,"6.56 inch, LCD Screen
Small"
50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,"6.82 inch, LTPO 2.0 AMOLED Screen
Large"
8 mp rear & 1.9 mp front camera,"4.8 inch, Super AMOLED Screen
Small"
50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,"6.67 inch, AMOLED Screen
Small"
20 mp rear camera,"5.2 inch, AMOLED Screen
Small"
108 mp + 50 mp + 13 mp triple rear & 50 mp front camera,"6.55 inch, pOLED Screen
Small"
13 mp + 2 mp dual rear & 8 mp front camera,"5.7 inch, IPS Screen
Small"
50 mp + 2 mp + 2 mp triple rear & 5 mp front camera,"6.52 inch, IPS Screen
Small"
50 mp + 2 mp dual rear & 8 mp front camera,"6.7 inch, IPS Screen
Average"
8 mp rear & 5 mp front camera,"6.52 inch, IPS LCD Screen
Average"
8 mp rear & 5 mp front camera,"6.74 inch, IPS Screen
Large"
12 mp + 12 mp + 12 mp triple rear & 12 mp front camera,"6.7 inch, OLED Screen
Small"
13 mp + 2 mp + 2 mp triple rear & 5 mp front camera,"5.5 inch, IPS LCD Screen
Small"
50 mp + 2 mp triple rear & 8 mp front camera,"6.74 inch, IPS LCD Screen
Large"
50 mp + 50 mp + depth sensor triple rear & 50 mp front camera,"6.46 inch, OLED Screen
Small"
50 mp + 2 mp dual rear & 16 mp front camera,"6.67 inch, AMOLED Screen
Average"
48 mp quad rear & 32 mp front camera,"6.5 inch, Super AMOLED Screen
Small"
50 mp + 2 mp dual rear & 16 mp front camera,"6.6 inch, IPS LCD Screen
Average"
48 mp + 2 mp + 0.3 mp triple rear & 32 mp front camera,"6.6 inch, IPS LCD Screen
Average"
108 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.74 inch, OLED Screen
Average"
50 mp + 13 mp + 2 mp triple rear & 16 mp front camera,"6.67 inch, PLS LCD Screen
Average"
13 mp + 2 mp dual rear & 8 mp front camera,"5.99 inch, IPS LCD Screen
Small"
13 mp + 2 mp dual rear & 5 mp front camera,"6.52 inch, IPS Screen
Small"
50 mp + 50 mp + 50 mp triple rear & 12 mp front camera,"10.8 inch, OLED Screen
Large"
50 mp + 2 mp dual rear & 8 mp front camera,"6.52 inch, IPS LCD Screen
Small"
50 mp + 8 mp dual rear & 8 mp front camera,"6.5 inch, IPS Screen
Small"
108 mp + 5 mp dual rear & 16 mp front camera,"6.8 inch, LCD Screen
Large"
50 mp + 2 mp dual rear & 8 mp front camera,"6.5 inch, IPS Screen
Small"
48 mp quad rear & 13 mp front camera,"6.5 inch, TFT LCD Screen
Small"
50 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.51 inch, IPS LCD Screen
Small"
50 mp + 50 mp + 50 mp triple rear & 32 mp front camera,"6.67 inch, AMOLED Screen
Small"
13 mp + 5 mp dual rear & 8 mp front camera,"5.7 inch, IPS LCD Screen
Small"
200 mp + 50 mp + 50 mp triple rear & 50 mp front camera,"6.8 inch, LTPO AMOLED Screen
Average"
50 mp + 2 mp dual rear & 8 mp front camera,"6.6 inch, IPS Screen
Average"
50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,"6.78 inch, LTPO AMOLED Screen
Large"
50 mp + 8 mp dual rear & 32 mp front camera,"6.78 inch, AMOLED Screen
Average"
50 mp + 8 mp dual rear & 50 mp front camera,"6.78 inch, AMOLED Screen
Large"
64 mp + 13 mp dual rear & 32 mp front camera,"6.5 inch, OLED Screen
Small"
108 mp + 50 mp + 32 mp triple rear & 32 mp front camera,"6.8 inch, AMOLED Screen
Average"
50 mp + 5 mp + 2 mp triple rear & 13 mp front camera,"6.7 inch, Super AMOLED Screen
Large"
13 mp + 2 mp dual rear & 8 mp front camera,"6.52 inch, IPS LCD Screen
Small"
48 mp quad rear & 13 mp front camera,"6.4 inch, Super AMOLED Screen
Small"
50 mp dual rear & 8 mp front camera,"6.67 inch, IPS Screen
Average"
50 mp + 8 mp dual rear & 20 mp front camera,"6.67 inch, OLED Screen
Small"
200 mp + 12 mp + 2 mp triple rear & 50 mp front camera,"6.7 inch, AMOLED Screen
Average"
108 mp + 8 mp + 2 mp triple rear & 32 mp front camera,"6.67 inch, AMOLED Screen
Average"
108 mp + 2 mp + 2 mp triple rear & 16 mp front camera,"6.78 inch, AMOLED Screen
Large"
20 mp dual rear & 5 mp front camera,"5.93 inch, LCD Screen
Small"
50 mp + 2 mp triple rear & 13 mp front camera,"6.78 inch, AMOLED Screen
Large"
16 mp rear & 8 mp front camera,"6.4 inch, IPS Screen
Small"
13 mp + 2 mp dual rear & 8 mp front camera,"6.22 inch, IPS LCD Screen
Small"
50 mp + 50 mp + 8 mp triple rear & 32 mp front camera,"6.7 inch, AMOLED Screen
Average"
64 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.62 inch, AMOLED Screen
Small"
48 mp + 2 mp + 2 mp triple rear & 8 mp front camera,"6.5 inch, IPS LCD Screen
Small"
13 mp + 12 mp dual rear & 16 mp front camera,"6 inch, IPS LCD Screen
Small"
13 mp rear & 5 mp front camera,"5.5 inch, LCD Screen
Small"
12.2 mp rear & 8 mp + 8 mp dual front camera,"5.5 inch, P-OLED Screen
Small"
8 mp dual rear & 5 mp front camera,"6.6 inch, IPS LCD Screen
Average"
50 mp quad rear & 16 mp front camera,"6.55 inch, AMOLED Screen
Small"
13 mp rear & 5 mp front camera,"6.53 inch, IPS Screen
Small"
64 mp quad rear & 20 mp + 2 mp dual front camera,"6.67 inch, IPS LCD Screen
Average"
50 mp + 12 mp + 10 mp triple rear & 12 mp front camera,"6.2 inch, LTPO AMOLED Screen
Small"
50 mp + 8 mp + 2 mp triple rear & 16 mp front camera,"6.62 inch, Super AMOLED Screen
Small"
50 mp rear & 24 mp front camera,"6.65 inch, OLED Screen
Small"
13 mp rear & 8 mp front camera,"5.7 inch, IPS LCD Screen
Small"
64 mp + 2 mp dual rear & 16 mp front camera,"6.78 inch, IPS LCD Screen
Large"
